antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,wsup_ant,wsup_cons,weight_cons,wconf,rule_type
Allergic reaction,"Diarrhea, Rash",0.14998166483314998,0.23065639897323065,0.10854418775210854,0.7237163814180929,3.1376384294549116,1.0,0.07394995702968415,2.784615334689811,0.8014991371872305,0.398921832884097,0.6408839714619349,0.5971523083561052,0.10906666666666667,0.11531666666666668,0.55,0.39804400977995114,positive (weighted)
"Allergic reaction, Vomiting",Diarrhea,0.05977264393105977,0.8122478914558122,0.0539053905390539,0.901840490797546,1.1103020399119223,1.0,0.005355186539311552,1.9127246057939131,0.10565973659354536,0.06588973554459883,0.477185582822086,0.4841030896425653,0.04346666666666667,0.40608333333333335,0.55,0.49601226993865033,positive (weighted)
"Allergic reaction, Increased liver enzymes",Rash,0.06894022735606894,0.24972497249724973,0.055372203887055375,0.8031914893617021,3.2163042459461995,1.0,0.03815610750660692,3.812208247851813,0.7401073061564104,0.2103064066852368,0.7376848443252011,0.5124621176617615,0.050133333333333335,0.1135,0.5,0.4015957446808511,positive (weighted)
"Allergic reaction, Rash",Increased liver enzymes,0.10927759442610928,0.11807847451411808,0.055372203887055375,0.5067114093959731,4.2913106006919834,1.0,0.0424688722386479,1.7878409156108352,0.861066200627626,0.32196162046908317,0.4406661178473259,0.48782775438742754,0.07946666666666667,0.08372,0.78,0.3952348993288591,positive (weighted)
"Increased liver enzymes, Rash",Allergic reaction,0.06527319398606528,0.14998166483314998,0.055372203887055375,0.848314606741573,5.656122084558116,1.0,0.045582421584048155,5.603824579988862,0.8806855824515003,0.3463302752293579,0.8215504454634467,0.6087538803879015,0.04628,0.10906666666666667,0.8,0.6786516853932585,positive (weighted)
"Allergic reaction, Nausea",Rash,0.06453978731206454,0.24972497249724973,0.04547121378804547,0.7045454545454546,2.8212855426511814,1.0,0.029354017176561806,2.53939240077854,0.6900899078160366,0.16916780354706684,0.6062050119968009,0.4433153117073822,0.046933333333333334,0.1135,0.5,0.3522727272727273,positive (weighted)
"Allergic reaction, Nausea",Vomiting,0.06453978731206454,0.5236523652365237,0.0594059405940594,0.9204545454545454,1.7577587853323144,1.0,0.02560952831623462,5.988370265597985,0.46083598298416,0.11234396671289874,0.8330096577787108,0.516949961802903,0.046933333333333334,0.28559999999999997,0.6,0.5522727272727272,positive (weighted)
"Allergic reaction, Vomiting",Nausea,0.05977264393105977,0.7557755775577558,0.0594059405940594,0.9938650306748466,1.3150266563077664,1.0,0.014231236104908618,39.808580858085314,0.25478852487432824,0.07856450048496603,0.974879787763223,0.5362338253810914,0.04346666666666667,0.24045,0.35,0.34785276073619625,positive (weighted)
"Allergic reaction, Vomiting",Rash,0.05977264393105977,0.24972497249724973,0.042537587092042535,0.7116564417177914,2.8497608172752087,1.0,0.02761086523027073,2.602017648573368,0.6903578729356069,0.1593406593406593,0.6156828526707806,0.4409970901687342,0.04346666666666667,0.1135,0.5,0.3558282208588957,positive (weighted)
"Rash, Vomiting",Allergic reaction,0.0847084708470847,0.14998166483314998,0.042537587092042535,0.5021645021645021,3.348172609786302,1.0,0.02983286960892642,1.7074281341177595,0.766236322944297,0.22137404580152673,0.41432381251190564,0.3928915420357963,0.0462,0.10906666666666667,0.8,0.4017316017316017,positive (weighted)
"Constipation, Diarrhea",Headache,0.04913824715804914,0.3564356435643564,0.037037037037037035,0.753731343283582,2.1146351575456053,1.0,0.01952241428763338,2.613261326132613,0.5543447132989426,0.10049751243781094,0.6173363949483351,0.4288204041520791,0.024566666666666667,0.0972,0.3,0.2261194029850746,positive (weighted)
"Constipation, Diarrhea",Nausea,0.04913824715804914,0.7557755775577558,0.030803080308030802,0.626865671641791,0.8294336179365182,1.0,-0.006334406818019538,0.6545214521452143,-0.17781351210563273,0.03979156797726196,-0.5278338039532076,0.33381129288057526,0.024566666666666667,0.24045,0.35,0.21940298507462683,positive (weighted)
"Dizziness, Flatulence",Diarrhea,0.07737440410707737,0.8122478914558122,0.06894022735606894,0.8909952606635072,1.096949921367668,1.0,0.006093030767445412,1.722421517514072,0.09579330582146614,0.08400357462019661,0.419422023104266,0.48793555358231794,0.024616666666666665,0.40608333333333335,0.55,0.49004739336492903,positive (weighted)
"Diarrhea, Headache",Dizziness,0.24055738907224056,0.2511917858452512,0.12724605793912724,0.5289634146341463,2.105814936799003,1.0,0.06682001777980022,1.589702875357654,0.6914603617681805,0.3490945674044265,0.370951631590263,0.5177663788499198,0.12026666666666667,0.07991666666666666,0.35,0.1851371951219512,positive (weighted)
"Diarrhea, Dizziness",Headache,0.138980564723139,0.3564356435643564,0.12724605793912724,0.9155672823218997,2.5686748754031075,1.0,0.07770843090909751,7.622215346534646,0.7092687872197321,0.34561752988047806,0.8688045463771056,0.6362815835477811,0.06948333333333334,0.0972,0.3,0.2746701846965699,positive (weighted)
"Dizziness, Headache",Diarrhea,0.1936193619361936,0.8122478914558122,0.12724605793912724,0.6571969696969697,0.8091088651754567,1.0,-0.030020860538565758,0.547696758626139,-0.22635110473038725,0.1448247078464107,-0.8258278586647724,0.4069280559545797,0.061599999999999995,0.40608333333333335,0.55,0.3614583333333334,positive (weighted)
Dizziness,"Diarrhea, Headache",0.2511917858452512,0.24055738907224056,0.12724605793912724,0.5065693430656933,2.105814936799003,1.0,0.06682001777980022,1.5391070665251927,0.7012803179343301,0.3490945674044265,0.35027262121687386,0.5177663788499198,0.07991666666666666,0.12026666666666667,0.55,0.27861313868613136,positive (weighted)
"Dizziness, Nausea",Diarrhea,0.17785111844517784,0.8122478914558122,0.10927759442610928,0.6144329896907217,0.756459938097787,1.0,-0.03518160152404433,0.48695065584989883,-0.28139866307428363,0.12406328059950042,-1.053596166237113,0.37448511787019156,0.056583333333333326,0.40608333333333335,0.55,0.33793814432989694,positive (weighted)
"Diarrhea, Dizziness",Nausea,0.138980564723139,0.7557755775577558,0.10927759442610928,0.7862796833773087,1.0403613277874433,1.0,0.004239477853175841,1.142729087723587,0.04505762436687497,0.1391223155929038,0.12490194680168273,0.46543484411466113,0.06948333333333334,0.24045,0.35,0.275197889182058,positive (weighted)
"Diarrhea, Dizziness",Stomach pain,0.138980564723139,0.2731939860652732,0.07664099743307665,0.5514511873350924,2.018533406527244,1.0,0.03867234297075962,1.6203498781250674,0.586038815483808,0.2284153005464481,0.3828493379731569,0.41599405004338513,0.06948333333333334,0.13658333333333333,0.55,0.3032981530343008,positive (weighted)
"Dizziness, Stomach pain",Diarrhea,0.09130913091309131,0.8122478914558122,0.07664099743307665,0.8393574297188755,1.0333759416900106,1.0,0.0024753483782554986,1.168756875687569,0.035543403964456564,0.09268292682926829,0.14439006024096399,0.4668570444305439,0.04565,0.40608333333333335,0.55,0.4616465863453816,positive (weighted)
"Diarrhea, Dizziness",Vomiting,0.138980564723139,0.5236523652365237,0.08104143747708104,0.5831134564643798,1.113550697323784,1.0,0.008263936037901529,1.1426313517427689,0.11843139824400438,0.13934426229508193,0.12482709451760102,0.3689376806131423,0.06948333333333334,0.28559999999999997,0.6,0.3498680738786279,positive (weighted)
"Dizziness, Vomiting",Diarrhea,0.1301796846351302,0.8122478914558122,0.08104143747708104,0.6225352112676056,0.7664349982513591,1.0,-0.024696736878186062,0.4974029741282586,-0.2594515942192777,0.09408258833546189,-1.0104423415492958,0.36115473881664706,0.071,0.40608333333333335,0.55,0.3423943661971831,positive (weighted)
"Diarrhea, Flatulence",Headache,0.13824715804913826,0.3564356435643564,0.09534286762009535,0.689655172413793,1.9348659003831417,1.0,0.04606665286990746,2.0737073707370732,0.5606808510638298,0.23875114784205698,0.5177718832891246,0.4785724421739747,0.06911666666666667,0.0972,0.3,0.2068965517241379,positive (weighted)
"Flatulence, Headache",Diarrhea,0.10451045104510451,0.8122478914558122,0.09534286762009535,0.912280701754386,1.123155518593323,1.0,0.01045447412361332,2.1403740374037423,0.12244849744849748,0.11607142857142859,0.5327919407894741,0.5148310957981862,0.028499999999999998,0.40608333333333335,0.55,0.5017543859649124,positive (weighted)
Flatulence,"Diarrhea, Headache",0.1474147414741474,0.24055738907224056,0.09534286762009535,0.6467661691542289,2.6886148525664364,1.0,0.059881162300315115,2.1499713351616854,0.7366550868486352,0.32581453634085217,0.5348775196927003,0.5215538162844315,0.02412,0.12026666666666667,0.55,0.3557213930348259,positive (weighted)
"Diarrhea, Flatulence",Nausea,0.13824715804913826,0.7557755775577558,0.10121012101210121,0.7320954907161803,0.9686678326943345,1.0,-0.0032737047082046083,0.9116099728784756,-0.03617680493948258,0.1276595744680851,-0.09696035558104572,0.43300553283989507,0.06911666666666667,0.24045,0.35,0.2562334217506631,positive (weighted)
"Flatulence, Nausea",Diarrhea,0.11037770443711038,0.8122478914558122,0.10121012101210121,0.9169435215946843,1.1288961550287604,1.0,0.011556063319325446,2.260535386872018,0.12834540067146963,0.12321428571428572,0.5576269206810627,0.5207742438673195,0.035116666666666664,0.40608333333333335,0.55,0.5043189368770764,positive (weighted)
Flatulence,"Diarrhea, Nausea",0.1474147414741474,0.62999633296663,0.10121012101210121,0.6865671641791046,1.0897954928500686,1.0,0.008339374458164558,1.1804878900588474,0.09664329125759705,0.14967462039045554,0.15289262310844207,0.42360954250864424,0.02412,0.3149666666666667,0.55,0.37761194029850753,positive (weighted)
"Diarrhea, Flatulence",Stomach pain,0.13824715804913826,0.2731939860652732,0.11367803447011368,0.8222811671087533,3.009880191551101,1.0,0.07590974230047379,4.08963980975212,0.7748867536032944,0.38177339901477836,0.7554796885497327,0.6191942748295445,0.06911666666666667,0.13658333333333333,0.55,0.45225464190981435,positive (weighted)
"Flatulence, Stomach pain",Diarrhea,0.11441144114411442,0.8122478914558122,0.11367803447011368,0.9935897435897436,1.223259246396944,1.0,0.020747582642385992,29.289328932893397,0.20609096373472258,0.13982859720342808,0.965857872596154,0.5667722984314406,0.0572,0.40608333333333335,0.55,0.546474358974359,positive (weighted)
Flatulence,"Diarrhea, Stomach pain",0.1474147414741474,0.24055738907224056,0.11367803447011368,0.7711442786069652,3.205656170367674,1.0,0.07821632915033344,3.3184340173147757,0.8070176899063475,0.4144385026737968,0.698653040927665,0.6218526271083606,0.02412,0.12026666666666667,0.55,0.4241293532338309,positive (weighted)
"Flatulence, Vomiting",Diarrhea,0.06747341400806747,0.8122478914558122,0.05903923725705904,0.875,1.0772573363431153,1.0,0.004234098999681177,1.5020168683535022,0.07690579180944906,0.07193923145665773,0.3342285156250001,0.4738431151241535,0.0368,0.40608333333333335,0.55,0.48125000000000007,positive (weighted)
Insomnia (difficulty in sleeping),"Diarrhea, Headache",0.05683901723505684,0.24055738907224056,0.029336266960029337,0.5161290322580645,2.145554681353265,1.0,0.015663221376531984,1.5695147292507028,0.5660964230171074,0.1094391244870041,0.3628603915826856,0.3190401258851298,0.020666666666666667,0.12026666666666667,0.55,0.2838709677419355,positive (weighted)
"Diarrhea, Headache",Nausea,0.24055738907224056,0.7557755775577558,0.19325265859919324,0.8033536585365854,1.0629526573650014,1.0,0.011445258937334862,1.2419474505590091,0.07798394197634807,0.2406392694063927,0.19481295319709938,0.529527387249855,0.12026666666666667,0.24045,0.35,0.28117378048780484,positive (weighted)
"Headache, Nausea",Diarrhea,0.2720938760542721,0.8122478914558122,0.19325265859919324,0.7102425876010782,0.8744160435160904,1.0,-0.02775501850392839,0.6479630908827317,-0.16479174384588863,0.2168724279835391,-0.5432977804919136,0.4740829190827061,0.08656666666666665,0.40608333333333335,0.55,0.390633423180593,positive (weighted)
Headache,"Diarrhea, Nausea",0.3564356435643564,0.62999633296663,0.19325265859919324,0.5421810699588477,0.8606098822920708,1.0,-0.03130048978495212,0.8081877850706418,-0.20106819666013637,0.24364308830328246,-0.23733619645413517,0.4244665536057335,0.0972,0.3149666666666667,0.55,0.2981995884773663,positive (weighted)
"Headache, Rash",Diarrhea,0.04400440044004401,0.8122478914558122,0.028602860286028604,0.65,0.8002483069977427,1.0,-0.007139621186174359,0.5364345958405365,-0.2070425830603651,0.034559149313247675,-0.8641601562499996,0.34260722347629796,0.02,0.40608333333333335,0.55,0.35750000000000004,positive (weighted)
"Headache, Stomach pain",Diarrhea,0.13384671800513384,0.8122478914558122,0.1078107810781078,0.8054794520547945,0.9916670274281828,1.0,-0.0009059333998428509,0.9652045016708246,-0.00960829476656701,0.12860892388451445,-0.0360498715753422,0.4691054145149819,0.06691666666666668,0.40608333333333335,0.55,0.443013698630137,positive (weighted)
"Diarrhea, Headache",Vomiting,0.24055738907224056,0.5236523652365237,0.12394572790612395,0.5152439024390244,0.983942662430826,1.0,-0.0020227178566775,0.9826542402667939,-0.021036585365853757,0.1935853379152348,-0.017651946149946557,0.3759692901550864,0.12026666666666667,0.28559999999999997,0.6,0.30914634146341463,positive (weighted)
"Headache, Vomiting",Diarrhea,0.1771177117711771,0.8122478914558122,0.12394572790612395,0.6997929606625259,0.8615509723371143,1.0,-0.019917760019492955,0.625408747771329,-0.16338017915465733,0.14322033898305084,-0.5989542895962727,0.42619444872855416,0.0966,0.40608333333333335,0.55,0.3848861283643893,positive (weighted)
"Increased liver enzymes, Nausea",Diarrhea,0.06233956729006234,0.8122478914558122,0.04363769710304364,0.7000000000000001,0.8618058690744922,1.0,-0.006997484982577219,0.6258403618139594,-0.14604007633587782,0.05251544571932922,-0.5978515624999994,0.37686230248307,0.044199999999999996,0.40608333333333335,0.55,0.38500000000000006,positive (weighted)
"Diarrhea, Increased liver enzymes",Rash,0.08800880088008801,0.24972497249724973,0.055372203887055375,0.6291666666666667,2.519438325991189,1.0,0.03339420850775947,2.0232135573107874,0.6612850398229735,0.1961038961038961,0.5057368035190615,0.4254497063142437,0.062400000000000004,0.1135,0.5,0.3145833333333333,positive (weighted)
"Increased liver enzymes, Rash",Diarrhea,0.06527319398606528,0.8122478914558122,0.055372203887055375,0.848314606741573,1.0444035813021533,1.0,0.00235418970328765,1.2377731600320525,0.04548465961200211,0.06735057983942909,0.1920975245786516,0.45824308215182485,0.04628,0.40608333333333335,0.55,0.4665730337078652,positive (weighted)
"Increased liver enzymes, Vomiting",Diarrhea,0.05720572057205721,0.8122478914558122,0.042537587092042535,0.7435897435897435,0.9154714360131967,1.0,-0.00392763882182131,0.7322332233223321,-0.08919998534100487,0.05144124168514413,-0.3656850961538464,0.3979799733750072,0.04056,0.40608333333333335,0.55,0.40897435897435896,positive (weighted)
"Diarrhea, Indigestion",Nausea,0.1342134213421342,0.7557755775577558,0.13384671800513384,0.9972677595628415,1.3195289569761615,1.0,0.032411491974279935,89.38613861386128,0.2796922594906964,0.17701260911736177,0.9888125830748782,0.587183127719315,0.0671,0.24045,0.35,0.3490437158469945,positive (weighted)
"Indigestion, Nausea",Diarrhea,0.15438210487715437,0.8122478914558122,0.13384671800513384,0.8669833729216152,1.0673876559626387,1.0,0.008450178840155143,1.4114935303054117,0.07465931637538771,0.16072214883311317,0.29153058194774356,0.5158844629845096,0.04911666666666666,0.40608333333333335,0.55,0.4768408551068884,positive (weighted)
Indigestion,"Diarrhea, Nausea",0.15548221488815547,0.62999633296663,0.13384671800513384,0.8608490566037736,1.3664350275660597,1.0,0.035893492784066325,2.659009403765236,0.31754055163306943,0.20540236353404612,0.62392009649008,0.5366527005952512,0.03674666666666667,0.3149666666666667,0.55,0.4734669811320755,positive (weighted)
"Diarrhea, Indigestion",Stomach pain,0.1342134213421342,0.2731939860652732,0.11441144114411442,0.8524590163934427,3.1203432720871387,1.0,0.07774514158419876,4.926129650002039,0.7848613690418011,0.3904881101376722,0.7970008767431475,0.6356254813510838,0.0671,0.13658333333333333,0.55,0.4688524590163935,positive (weighted)
"Indigestion, Stomach pain",Diarrhea,0.12027869453612028,0.8122478914558122,0.11441144114411442,0.951219512195122,1.171095083411331,1.0,0.016715325120092994,3.8489182251558547,0.16607347078376677,0.13984760197220977,0.7401867378048784,0.5460386500027529,0.06013333333333334,0.40608333333333335,0.55,0.5231707317073172,positive (weighted)
Indigestion,"Diarrhea, Stomach pain",0.15548221488815547,0.24055738907224056,0.11441144114411442,0.7358490566037736,3.05893350207087,1.0,0.0770090454834507,2.8750327413693757,0.7970094748210251,0.40624999999999994,0.652177874147026,0.6057294063506673,0.03674666666666667,0.12026666666666667,0.55,0.40471698113207555,positive (weighted)
"Indigestion, Vomiting",Diarrhea,0.06784011734506784,0.8122478914558122,0.053171983865053174,0.7837837837837838,0.9649563785003966,1.0,-0.0019310084045930515,0.8683535020168685,-0.03749836793315044,0.06430155210643017,-0.15160472972972963,0.4246232688670612,0.037,0.40608333333333335,0.55,0.4310810810810811,positive (weighted)
Insomnia (difficulty in sleeping),"Diarrhea, Nausea",0.05683901723505684,0.62999633296663,0.03226989365603227,0.567741935483871,0.9011829208757369,1.0,-0.00353847877148062,0.8559786326891394,-0.10415198891747476,0.04929971988795518,-0.16825346078838851,0.3094821435277329,0.020666666666666667,0.3149666666666667,0.55,0.3122580645161291,positive (weighted)
"Diarrhea, Loss of appetite",Nausea,0.07884121745507884,0.7557755775577558,0.07884121745507884,1.0,1.3231441048034933,1.0,0.019254950797610013,inf,0.2651273885350318,0.10431829209121785,1.0,0.5521591460456089,0.03941666666666667,0.24045,0.35,0.35,positive (weighted)
"Loss of appetite, Nausea",Diarrhea,0.09937660432709938,0.8122478914558122,0.07884121745507884,0.7933579335793357,0.9767436049078323,1.0,-0.001877219869646174,0.9085860967049083,-0.025756457564575633,0.09467195068251873,-0.10061116236162393,0.445211698166643,0.03161666666666667,0.40608333333333335,0.55,0.43634686346863466,positive (weighted)
Loss of appetite,"Diarrhea, Nausea",0.1078107810781078,0.62999633296663,0.07884121745507884,0.7312925170068028,1.160788529614407,1.0,0.010920820721602775,1.3769756722507693,0.1552547816362228,0.1196438508625487,0.27377075706397525,0.4282190175255201,0.0343,0.3149666666666667,0.55,0.4022108843537415,positive (weighted)
"Diarrhea, Loss of appetite",Stomach pain,0.07884121745507884,0.2731939860652732,0.04657132379904657,0.5906976744186047,2.1621913532074295,1.0,0.025032377336254588,1.7757192385905256,0.5835109584231908,0.1524609843937575,0.43684791026212666,0.3805837365381614,0.03941666666666667,0.13658333333333333,0.55,0.3248837209302326,positive (weighted)
"Loss of appetite, Stomach pain",Diarrhea,0.047671433810047674,0.8122478914558122,0.04657132379904657,0.9769230769230769,1.2027400590380275,1.0,0.007850302204160033,8.13592470358146,0.1770031441487604,0.05725879170423805,0.8770883413461537,0.5171297100191006,0.023833333333333335,0.40608333333333335,0.55,0.5373076923076924,positive (weighted)
"Diarrhea, Loss of appetite",Vomiting,0.07884121745507884,0.5236523652365237,0.07260726072607261,0.9209302325581395,1.7586671878053546,1.0,0.03132187072759348,6.02439655730279,0.4683096892491797,0.1370242214532872,0.834008271120898,0.5297928473715068,0.03941666666666667,0.28559999999999997,0.6,0.5525581395348838,positive (weighted)
"Loss of appetite, Vomiting",Diarrhea,0.09204253758709205,0.8122478914558122,0.07260726072607261,0.7888446215139442,0.9711870351550906,1.0,-0.0021540963532852425,0.8891656461243609,-0.03164140660955573,0.08730158730158731,-0.12464983814741037,0.4391175703506516,0.0502,0.40608333333333335,0.55,0.4338645418326693,positive (weighted)
Loss of appetite,"Diarrhea, Vomiting",0.1078107810781078,0.43454345434543457,0.07260726072607261,0.6734693877551021,1.5498320847326272,1.0,0.02575879150071223,1.7317106710671073,0.3976385308074581,0.15456674473067916,0.42253632970698013,0.4202789976750194,0.0343,0.237,0.6,0.40408163265306124,positive (weighted)
"Diarrhea, Rash",Nausea,0.23065639897323065,0.7557755775577558,0.12981298129812982,0.562798092209857,0.7446629779021251,1.0,-0.04451149185325573,0.5586078607860786,-0.30828916376316357,0.15154109589041095,-0.7901645683839642,0.3672796865707218,0.11531666666666668,0.24045,0.35,0.19697933227344994,positive (weighted)
"Nausea, Rash",Diarrhea,0.1353135313531353,0.8122478914558122,0.12981298129812982,0.959349593495935,1.181104443098607,1.0,0.019904850771105723,4.618701870187019,0.1773299693793937,0.1587443946188341,0.7834889481707318,0.5595845032942429,0.0615,0.40608333333333335,0.55,0.5276422764227643,positive (weighted)
Rash,"Diarrhea, Nausea",0.24972497249724973,0.62999633296663,0.12981298129812982,0.5198237885462555,0.8251219274538061,1.0,-0.02751283562533005,0.7705580955649082,-0.22026431718061676,0.17310513447432763,-0.2977606824919339,0.3629386695932675,0.1135,0.3149666666666667,0.55,0.2859030837004406,positive (weighted)
"Diarrhea, Stomach pain",Nausea,0.24055738907224056,0.7557755775577558,0.20095342867620095,0.8353658536585366,1.1053094046224303,1.0,0.019146029014342564,1.4834372326121494,0.1254551029686987,0.25265099124020285,0.32588991430454817,0.5506280990757506,0.12026666666666667,0.24045,0.35,0.2923780487804878,positive (weighted)
"Nausea, Stomach pain",Diarrhea,0.23322332233223322,0.8122478914558122,0.20095342867620095,0.8616352201257861,1.0608032710081348,1.0,0.011518276873525274,1.3569356935693564,0.07475206568295827,0.2379504993486756,0.2630454009433959,0.5545196416656019,0.11660000000000001,0.40608333333333335,0.55,0.4738993710691824,positive (weighted)
Stomach pain,"Diarrhea, Nausea",0.2731939860652732,0.62999633296663,0.20095342867620095,0.7355704697986577,1.167578970396356,1.0,0.028842219266542207,1.3992524463952314,0.1974761908269313,0.2861618798955613,0.28533267704751186,0.5272730113836128,0.13658333333333333,0.3149666666666667,0.55,0.4045637583892618,positive (weighted)
"Diarrhea, Nausea",Vomiting,0.62999633296663,0.5236523652365237,0.43344334433443343,0.6880093131548312,1.3138665244910535,1.0,0.10354427448612108,1.5268008144097989,0.6456359767171594,0.6018329938900203,0.34503571745436834,0.757870202795903,0.3149666666666667,0.28559999999999997,0.6,0.4128055878928987,positive (weighted)
"Diarrhea, Vomiting",Nausea,0.43454345434543457,0.7557755775577558,0.43344334433443343,0.9974683544303796,1.3197943728925983,1.0,0.10502601415257035,96.4686468646817,0.42851429022892007,0.5726744186046511,0.989633937735203,0.785488180126398,0.237,0.24045,0.35,0.34911392405063285,positive (weighted)
"Nausea, Vomiting",Diarrhea,0.5181518151815182,0.8122478914558122,0.43344334433443343,0.8365180467091294,1.0298802317723683,1.0,0.012575624999243584,1.1484577029131482,0.060212548965069584,0.4832379394930499,0.12926701831210163,0.6850761791107725,0.28259999999999996,0.40608333333333335,0.55,0.46008492569002124,positive (weighted)
Diarrhea,"Nausea, Vomiting",0.8122478914558122,0.5181518151815182,0.43344334433443343,0.5336343115124154,1.0298802317723683,1.0,0.012575624999243584,1.0331981891315947,0.15452986199238558,0.4832379394930499,0.032131482111382455,0.6850761791107725,0.40608333333333335,0.28259999999999996,0.6,0.3201805869074492,positive (weighted)
Nausea,"Diarrhea, Vomiting",0.7557755775577558,0.43454345434543457,0.43344334433443343,0.5735080058224162,1.3197943728925983,1.0,0.10502601415257035,1.3258315592651413,0.9921456989984908,0.5726744186046511,0.24575637605559597,0.785488180126398,0.24045,0.237,0.6,0.34410480349344974,positive (weighted)
